tg_9001_x0020_G_x0020_2501_71172,fo_3150
tg_9001_x0020_G_x0020_2502_71646,fo_3150
tg_9002_x0020_G_x0020_2501_71147,fo_3150
tg_9002_x0020_G_x0020_2502_71621,fo_3150
tg_9003_x0020_G_x0020_2501_71122,fo_3150
tg_9003_x0020_G_x0020_2502_71596,fo_3150
tg_9004_x0020_G_x0020_2501_71097,fo_3150
tg_9004_x0020_G_x0020_2502_71571,fo_3150
tg_9005_x0020_G_x0020_2501_71072,fo_3150
tg_9005_x0020_G_x0020_2502_71546,fo_3150
tg_9006_x0020_G_x0020_2501_71047,fo_3150
tg_9006_x0020_G_x0020_2502_71521,fo_3150
tg_9007_x0020_G_x0020_2501_71022,fo_3150
tg_9007_x0020_G_x0020_2502_71496,fo_3150
tg_9007_x0020_G_x0020_2503_69404,fo_3150
tg_9007_x0020_G_x0020_2504_70403,fo_3150
tg_9008_x0020_G_x0020_2501_71296,fo_3150
tg_9008_x0020_G_x0020_2502_71471,fo_3150
tg_9008_x0020_G_x0020_2503_69379,fo_3150
tg_9008_x0020_G_x0020_2504_70378,fo_3150
tg_9009_x0020_G_x0020_2501_70997,fo_3150
tg_9009_x0020_G_x0020_2502_71446,fo_3150
tg_9010_x0020_G_x0020_2501_70947,fo_3150
tg_9010_x0020_G_x0020_2502_71421,fo_3150
tg_9012_x0020_G_x0020_2501_70922,fo_3150
tg_9012_x0020_G_x0020_2502_71396,fo_3150
tg_9013_x0020_G_x0020_2501_70897,fo_3150
tg_9013_x0020_G_x0020_2502_70675,fo_3150
tg_9014_x0020_G_x0020_2501_70872,fo_3150
tg_9014_x0020_G_x0020_2502_71995,fo_3150
tg_9015_x0020_G_x0020_2501_70825,fo_3150
tg_9015_x0020_G_x0020_2502_70628,fo_3150
tg_9016_x0020_G_x0020_2501_70800,fo_3150
tg_9016_x0020_G_x0020_2502_70578,fo_3150
tg_9016_x0020_G_x0020_2503_69354,fo_3150
tg_9016_x0020_G_x0020_2504_70353,fo_3150
tg_9017_x0020_G_x0020_2501_70775,fo_3150
tg_9017_x0020_G_x0020_2502_69878,fo_3150
tg_9017_x0020_G_x0020_2503_69329,fo_3150
tg_9017_x0020_G_x0020_2504_70328,fo_3150
tg_9017_x0020_G_x0020_2506_72020,fo_3150
tg_9017_x0020_G_x0020_2507_70053,fo_3150
tg_9019_x0020_G_x0020_2501_70750,fo_3150
tg_9019_x0020_G_x0020_2502_69853,fo_3150
tg_9020_x0020_G_x0020_2501_70725,fo_3150
tg_9020_x0020_G_x0020_2502_69828,fo_3150
tg_9021_x0020_G_x0020_2501_70700,fo_3150
tg_9021_x0020_G_x0020_2502_69803,fo_3150
tg_9021_x0020_G_x0020_2503_69603,fo_3150
tg_9021_x0020_G_x0020_2504_70303,fo_3150
tg_9022_x0020_G_x0020_2501_70972,fo_3150
tg_9022_x0020_G_x0020_2502_69778,fo_3150
tg_9022_x0020_G_x0020_2503_69928,fo_3150
tg_9022_x0020_G_x0020_2504_70278,fo_3150
tg_9023_x0020_G_x0020_2501_71321,fo_3150
tg_9023_x0020_G_x0020_2502_69753,fo_3150
tg_9024_x0020_G_x0020_2501_71346,fo_3150
tg_9024_x0020_G_x0020_2502_69728,fo_3150
tg_9024_x0020_G_x0020_2503_69953,fo_3150
tg_9024_x0020_G_x0020_2504_70253,fo_3150
tg_9025_2503_J_69978,fo_3150
tg_9025_2504_J_70228,fo_3150
tg_9025_x0020_G_x0020_2501_71371,fo_3150
tg_9025_x0020_G_x0020_2502_69703,fo_3150
tg_9026_x0020_G_x0020_2501_71970,fo_3150
tg_9026_x0020_G_x0020_2502_69678,fo_3150
tg_9027_x0020_G_x0020_2501_71945,fo_3150
tg_9027_x0020_G_x0020_2502_69653,fo_3150
tg_9028_x0020_G_x0020_2501_71920,fo_3150
tg_9028_x0020_G_x0020_2502_69903,fo_3150
tg_9029_x0020_G_x0020_2501_71895,fo_3150
tg_9029_x0020_G_x0020_2502_69628,fo_3150
tg_9029_x0020_G_x0020_2503_70553,fo_3150
tg_9029_x0020_G_x0020_2504_70203,fo_3150
tg_9030_x0020_G_x0020_2501_71870,fo_3150
tg_9030_x0020_G_x0020_2502_69578,fo_3150
tg_9030_x0020_G_x0020_2503_70528,fo_3150
tg_9030_x0020_G_x0020_2504_70178,fo_3150
tg_BB27.b_N_x0020_27004_132117,fo_2031
tg_BB28.b_N_x0020_28202_9197,fo_2031
tg_NW17.e_S_x0020_17502_x00A7__4173,fo_2031
tg_BB26.a_N_x0020_26101_132313,fo_2031
tg_BB7_X_x0020_7102_26711,fo_2031
tg_BB27.a_N_x0020_27001_132264,fo_2031
tg_BB51_N_x0020_51002_67782,fo_2031
tg_BB2_X_x0020_2002_125189,fo_2031
tg_BB26.a_N_x0020_26102_9764,fo_2031
tg_BB27.b_N_x0020_27003_132166,fo_2031
tg_BB28.a_N_x0020_28102_8730,fo_2031
tg_BB74_N_x0020_74001_40362,fo_2031
tg_HE13.1_S_x0020_13101_29548,fo_2031
tg_BB28.a_N_x0020_28101_8436,fo_2031
tg_BB74_N_x0020_74002_40387,fo_2031
tg_BB26.b_N_x0020_26201_9813,fo_2031
tg_BB73.a_N_x0020_73101_40115,fo_2031
tg_BB22.2_N_x0020_22202_100440,fo_2031
tg_NW17.e_S_x0020_17501_x00A7__4246,fo_2031
tg_NW62_N_x0020_62002_40901,fo_2031
tg_HE13.1_S_x0020_13102_29768,fo_2031
tg_BB27.a_N_x0020_27002_132215,fo_2031
tg_BB26.b_N_x0020_26202_9862,fo_2031
tg_BB28.b_N_x0020_28201_9024,fo_2031
tg_BB14_N_x0020_14002_17215,fo_2031
tg_BB71_N_x0020_71002_36434,fo_2031
tg_NW62_N_x0020_62001_40682,fo_2031
tg_BB73.a_N_x0020_73102_40140,fo_2031
,